product_id,vendor_id,market_date,customer_id,quantity,cost_to_customer_per_qty,transaction_time
1,7,2022-07-05,14,0.99,6.99,17:32:00
1,7,2022-07-05,14,2.18,6.99,18:23:00
1,7,2022-07-05,15,1.53,6.99,18:41:00
1,7,2022-07-05,16,2.02,6.99,18:18:00
1,7,2022-07-05,22,0.66,6.99,17:34:00
1,7,2022-07-08,4,0.27,6.99,12:20:00
1,7,2022-07-08,12,3.6,6.99,9:33:00
1,7,2022-07-08,14,3.04,6.99,13:05:00
1,7,2022-07-08,23,1.49,6.99,12:26:00
1,7,2022-07-08,23,2.56,6.99,12:46:00
1,7,2022-07-12,3,2.48,6.99,18:40:00
1,7,2022-07-12,4,2.13,6.99,18:06:00
1,7,2022-07-12,8,2.71,6.99,18:35:00
1,7,2022-07-12,23,3.61,6.99,18:56:00
1,7,2022-07-15,2,4.24,6.99,9:02:00
1,7,2022-07-15,5,0.71,6.99,13:43:00
1,7,2022-07-15,10,2.34,6.99,10:21:00
1,7,2022-07-15,10,2.28,6.99,10:29:00
1,7,2022-07-15,24,0.65,6.99,12:52:00
1,7,2022-07-19,4,3.03,6.99,18:44:00
1,7,2022-07-19,5,4.11,6.99,16:30:00
1,7,2022-07-22,1,2.09,6.99,12:48:00
1,7,2022-07-22,1,4.93,6.99,13:00:00
1,7,2022-07-22,15,0.02,6.99,12:04:00
1,7,2022-07-22,21,2,6.99,11:33:00
1,7,2022-07-26,14,0.39,6.99,17:16:00
1,7,2022-07-26,19,2.74,6.99,17:30:00
1,7,2022-07-29,13,1.15,6.99,9:08:00
1,7,2022-07-29,17,1.55,6.99,13:58:00
1,7,2022-07-29,24,3.04,6.99,9:37:00
1,7,2022-08-02,3,2.64,6.99,18:36:00
1,7,2022-08-02,8,3.83,6.99,18:34:00
1,7,2022-08-02,19,3.69,6.99,18:11:00
1,7,2022-08-02,22,1.07,6.99,18:04:00
1,7,2022-08-05,4,0.08,6.99,12:12:00
1,7,2022-08-05,13,0.05,6.99,13:37:00
1,7,2022-08-05,13,2.36,6.99,13:46:00
1,7,2022-08-09,13,0.31,6.99,18:38:00
1,7,2022-08-09,24,4.65,6.99,18:30:00
1,7,2022-08-12,2,0.32,6.99,8:26:00
1,7,2022-08-12,2,1.29,6.99,9:29:00
1,7,2022-08-12,12,4.09,6.99,8:39:00
1,7,2022-08-12,23,4.57,6.99,13:20:00
1,7,2022-08-12,23,0.46,6.99,13:39:00
1,7,2022-08-16,5,2.35,6.99,17:32:00
1,7,2022-08-16,8,3.57,6.99,18:04:00
1,7,2022-08-16,11,1.5,6.99,17:06:00
1,7,2022-08-16,25,3.21,6.99,18:46:00
1,7,2022-08-23,11,1.59,6.99,18:18:00
1,7,2022-08-26,10,1.67,6.99,8:35:00
1,7,2022-08-26,15,1.19,6.99,8:47:00
1,7,2022-08-26,16,4.48,6.99,11:00:00
1,7,2022-08-30,2,1.07,6.99,18:56:00
1,7,2022-08-30,9,3.68,6.99,18:28:00
1,7,2022-09-02,5,2.4,6.99,10:00:00
1,7,2022-09-02,10,0.14,6.99,9:57:00
1,7,2022-09-02,22,4.86,6.99,9:12:00
1,7,2022-09-06,4,2.28,6.99,18:33:00
1,7,2022-09-06,9,2.18,6.99,16:30:00
1,7,2022-09-06,20,5.67,6.99,17:57:00
1,7,2022-09-09,8,0.94,6.99,13:33:00
1,7,2022-09-09,12,2.04,6.99,8:35:00
1,7,2022-09-09,12,0.99,6.99,8:49:00
1,7,2022-09-09,14,0.03,6.99,9:09:00
1,7,2022-09-09,19,3.09,6.99,11:57:00
1,7,2022-09-13,4,2.25,6.99,18:37:00
1,7,2022-09-13,7,1.54,6.99,17:37:00
1,7,2022-09-13,18,2.89,6.99,17:52:00
1,7,2022-09-13,25,2.16,6.99,17:21:00
1,7,2022-09-16,2,4.14,6.99,13:49:00
1,7,2022-09-16,6,2.94,6.99,13:42:00
1,7,2022-09-20,11,2.34,6.99,18:41:00
1,7,2022-09-20,17,0.04,6.99,17:14:00
1,7,2022-09-23,6,1.99,6.99,12:17:00
1,7,2022-09-23,24,1.82,6.99,11:11:00
1,7,2022-09-23,24,4.4,6.99,11:27:00
1,7,2022-09-27,2,0.06,6.99,16:47:00
1,7,2022-09-27,3,0.08,6.99,18:52:00
1,7,2022-09-27,21,2.08,6.99,17:28:00
1,7,2022-09-30,3,2.43,6.99,9:23:00
1,7,2022-09-30,13,1.14,6.99,8:54:00
1,7,2023-07-04,2,1.03,6.99,18:54:00
1,7,2023-07-04,7,0.63,6.99,17:21:00
1,7,2023-07-04,11,3.64,6.99,18:16:00
1,7,2023-07-04,11,3.7,6.99,18:27:00
1,7,2023-07-04,25,0.04,6.99,17:54:00
1,7,2023-07-04,25,1.25,6.99,17:56:00
1,7,2023-07-07,5,4.27,6.99,11:01:00
1,7,2023-07-07,16,0.62,6.99,12:51:00
1,7,2023-07-07,21,1.82,6.99,10:21:00
1,7,2023-07-07,26,2.42,6.99,12:37:00
1,7,2023-07-11,4,4.44,6.99,18:53:00
1,7,2023-07-11,8,0.84,6.99,18:39:00
1,7,2023-07-11,10,1.33,6.99,17:34:00
1,7,2023-07-11,10,4.44,6.99,17:36:00
1,7,2023-07-11,22,0.8,6.99,17:53:00
1,7,2023-07-14,1,4.04,6.99,13:03:00
1,7,2023-07-14,4,1.63,6.99,10:09:00
1,7,2023-07-14,18,2.88,6.99,13:44:00
1,7,2023-07-14,24,1.53,6.99,11:40:00
1,7,2023-07-18,14,3.88,6.99,18:51:00
1,7,2023-07-18,20,4.5,6.99,18:15:00
1,7,2023-07-18,21,1.63,6.99,18:43:00
1,7,2023-07-21,2,2.5,6.99,13:30:00
1,7,2023-07-21,9,2.16,6.99,13:54:00
1,7,2023-07-25,1,2.12,6.99,18:45:00
1,7,2023-07-25,6,2.28,6.99,18:49:00
1,7,2023-07-25,11,3.06,6.99,18:29:00
1,7,2023-07-25,19,1.06,6.99,18:44:00
1,7,2023-07-28,7,5.71,6.99,10:33:00
1,7,2023-07-28,12,1.59,6.99,10:20:00
1,7,2023-07-28,12,2.25,6.99,10:24:00
1,7,2023-07-28,19,0.74,6.99,12:03:00
1,7,2023-08-04,11,0.5,6.99,11:43:00
1,7,2023-08-08,7,4.92,6.99,17:43:00
1,7,2023-08-08,16,1.69,6.99,18:22:00
1,7,2023-08-08,21,2.27,6.99,18:52:00
1,7,2023-08-08,23,4.41,6.99,17:07:00
1,7,2023-08-11,17,0.03,6.99,12:56:00
1,7,2023-08-11,26,1.51,6.99,11:02:00
1,7,2023-08-11,26,4.99,6.99,11:38:00
1,7,2023-08-15,2,4.59,6.99,18:56:00
1,7,2023-08-15,2,2.39,6.99,18:59:00
1,7,2023-08-18,7,1.08,6.99,10:42:00
1,7,2023-08-18,22,3.45,6.99,9:33:00
1,7,2023-08-25,4,4.56,6.99,13:28:00
1,7,2023-08-25,4,3.47,6.99,13:33:00
1,7,2023-08-25,5,2.07,6.99,13:33:00
1,7,2023-08-25,25,0.76,6.99,11:02:00
1,7,2023-08-29,1,2.97,6.99,18:56:00
1,7,2023-08-29,4,3.11,6.99,18:36:00
1,7,2023-08-29,9,2.21,6.99,18:15:00
1,7,2023-08-29,14,0.91,6.99,17:35:00
1,7,2023-08-29,15,2.57,6.99,16:33:00
1,7,2023-08-29,22,0.57,6.99,18:16:00
1,7,2023-09-01,2,0.62,6.99,8:54:00
1,7,2023-09-01,5,3.42,6.99,9:52:00
1,7,2023-09-01,5,1.26,6.99,10:26:00
1,7,2023-09-01,6,3.18,6.99,12:37:00
1,7,2023-09-01,12,0.15,6.99,13:13:00
1,7,2023-09-01,26,0.75,6.99,11:29:00
1,7,2023-09-05,4,3.31,6.99,18:21:00
1,7,2023-09-05,7,2.4,6.99,16:58:00
1,7,2023-09-05,7,2.73,6.99,17:08:00
1,7,2023-09-05,14,2.68,6.99,16:41:00
1,7,2023-09-08,1,5.2,6.99,11:34:00
1,7,2023-09-08,1,0.27,6.99,11:41:00
1,7,2023-09-08,8,2.12,6.99,10:07:00
1,7,2023-09-08,25,1.79,6.99,10:39:00
1,7,2023-09-12,1,3.43,6.99,18:35:00
1,7,2023-09-12,1,1.92,6.99,18:44:00
1,7,2023-09-12,4,4.14,6.99,17:50:00
1,7,2023-09-12,9,1.14,6.99,18:26:00
1,7,2023-09-12,20,0.12,6.99,18:30:00
1,7,2023-09-15,2,4.92,6.99,10:58:00
1,7,2023-09-15,7,0.64,6.99,11:14:00
1,7,2023-09-15,14,3.38,6.99,13:14:00
1,7,2023-09-15,15,1.22,6.99,13:11:00
1,7,2023-09-19,2,5.18,6.99,16:28:00
1,7,2023-09-19,3,3.71,6.99,18:14:00
1,7,2023-09-22,15,3.04,6.99,11:10:00
1,7,2023-09-22,15,5.06,6.99,11:57:00
1,7,2023-09-22,17,0.45,6.99,11:29:00
1,7,2023-09-22,25,1.49,6.99,13:29:00
1,7,2023-09-26,8,2.89,6.99,17:23:00
1,7,2023-09-29,3,1.82,6.99,12:04:00
1,7,2023-09-29,4,2.96,6.99,10:44:00
1,7,2023-09-29,14,3.91,6.99,10:32:00
1,7,2023-09-29,21,1.19,6.99,13:25:00
1,7,2023-10-03,9,3.61,6.99,18:49:00
1,7,2023-10-03,9,3.82,6.99,18:53:00
1,7,2023-10-03,14,0.1,6.99,18:32:00
1,7,2023-10-03,18,2.26,6.99,18:58:00
1,7,2023-10-03,26,3.97,6.99,17:04:00
2,7,2022-07-05,4,3.73,3.49,16:46:00
2,7,2022-07-05,9,4.85,3.49,16:42:00
2,7,2022-07-05,12,0.12,3.49,17:38:00
2,7,2022-07-05,16,3.46,3.49,17:48:00
2,7,2022-07-05,17,1.76,3.49,17:14:00
2,7,2022-07-05,17,4.74,3.49,17:38:00
2,7,2022-07-05,24,2.28,3.49,18:37:00
2,7,2022-07-08,3,2.28,3.49,12:20:00
2,7,2022-07-08,13,1.94,3.49,10:55:00
2,7,2022-07-08,14,1,3.49,13:19:00
2,7,2022-07-08,14,1.68,3.49,13:37:00
2,7,2022-07-08,20,3.1,3.49,12:51:00
2,7,2022-07-12,11,2.89,3.49,18:56:00
2,7,2022-07-12,21,3.59,3.49,17:13:00
2,7,2022-07-15,1,2.81,3.49,13:35:00
2,7,2022-07-15,2,6.27,3,8:58:00
2,7,2022-07-15,10,6.7,3,9:29:00
2,7,2022-07-15,24,1.64,3.49,12:42:00
2,7,2022-07-19,1,4.88,3.49,18:26:00
2,7,2022-07-19,4,1.55,3.49,17:45:00
2,7,2022-07-19,7,4.13,3.49,18:51:00
2,7,2022-07-19,9,0.11,3.49,16:44:00
2,7,2022-07-19,13,3.09,3.49,17:29:00
2,7,2022-07-19,22,2.56,3.49,18:31:00
2,7,2022-07-22,3,2.7,3.49,13:52:00
2,7,2022-07-22,8,3.69,3.49,13:11:00
2,7,2022-07-22,8,1.18,3.49,13:18:00
2,7,2022-07-22,9,1.2,3.49,8:17:00
2,7,2022-07-26,10,5.57,3.49,18:49:00
2,7,2022-07-26,18,2.46,3.49,17:29:00
2,7,2022-07-26,19,2.4,3.49,17:55:00
2,7,2022-07-26,26,6.78,3.49,16:38:00
2,7,2022-07-29,6,4.57,3.49,11:53:00
2,7,2022-07-29,13,2.37,3.49,9:31:00
2,7,2022-07-29,16,3.21,3.49,9:46:00
2,7,2022-07-29,16,3.57,3.49,10:08:00
2,7,2022-07-29,23,1.05,3.49,13:51:00
2,7,2022-07-29,23,3.79,3.49,13:58:00
